created,type,artist,timestamp,shabadID,description,link
1707506713,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:22:41,2911,gobi(n)dh gun gaavan laage ||,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/051 MGA SDO 1051 smpk 49.m4a
1707506766,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:24:45,11252,RSK HATER. aae sa(n)t paraahune keeratan hoaa rain sabaiee |,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/051 MGA SDO 1051 smpk 49.m4a
1707506908,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:30:25,107,man mere. anadhin jaag har chet ||,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/051 MGA SDO 1051 smpk 49.m4a
1707506951,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:00:00,,Fire ਵਾਹਿਗੁਰੂ ਵਾਹਿਗੁਰੂ fast,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/052 MGA SDO 1052 smrs 01.m4a
1707508362,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:00:40,3663,pakhaa feree pair malovaa japat rahaa teraa naau ||3||,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/052 MGA SDO 1052 smrs 01.m4a
1707508620,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:05:40,11106,n tis bhukh na needh na khaanaa sovanaa |,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/052 MGA SDO 1052 smrs 01.m4a
1707674761,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:12:53,,ਮੇਰੇ ਲਾਲ ਰੰਗੀਲੇ ਹਮ ਲਾਲਨ ਕੇ ਲਾਲੇ ॥,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/052 MGA SDO 1052 smrs 01.m4a
1707674814,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:13:53,,ਮੁਲ ਖਰੀਦੀ. ਲਾਲਾ ਗੋਲਾ ਮੇਰਾ ਨਾਉ ਸਭਾਗਾ ॥,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/052 MGA SDO 1052 smrs 01.m4a
1707674931,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:15:05,,ਸੇਵਕ ਹੋਇ ਸੰਜੀਦ ਨ ਹਸਣੁ ਰੋਵਣਾ ।,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/052 MGA SDO 1052 smrs 01.m4a
1707675005,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:16:52,,Dhan p3. Lit,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/052 MGA SDO 1052 smrs 01.m4a
1707675164,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:18:45,2423,jan naanaku. har kaa dhaas hai gur satigur ke gol gole ||2||,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/052 MGA SDO 1052 smrs 01.m4a
1707676335,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:24:54,3533,har ikasai naal mai dhosatee har ikasai naal mai ra(n)g ||,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/052 MGA SDO 1052 smrs 01.m4a
1707676493,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:28:00,,Dhan p10. Dhan Dhan Dhan guru Gobind s ,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/052 MGA SDO 1052 smrs 01.m4a
1707676537,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:28:30,,Pevho phaul khande taar. Khalsa mera satgur PURAA,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/052 MGA SDO 1052 smrs 01.m4a
1707676606,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:29:45,,Dhan Sri Guru Granth Sahib ji. P11,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/052 MGA SDO 1052 smrs 01.m4a
1707676938,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:31:58,,"ਮਾਝ ਮਹਲਾ ੫ ਦਿਨ ਰੈਣਿ Maajh, Fifth Mehla: Day And Night:  ੴ ਸਤਿਗੁਰ ਪ੍ਰਸਾਦਿ ॥ One Universal Creator God. By The Grace Of The True Guru:  ਸੇਵੀ ਸਤਿਗੁਰੁ ਆਪਣਾ ਹਰਿ ਸਿਮਰੀ ਦਿਨ ਸਭਿ ਰੈਣ ॥ I serve my True Guru, and meditate on Him all day and night.  ਆਪੁ ਤਿਆਗਿ ਸਰਣੀ ਪਵਾਂ ਮੁਖਿ ਬੋਲੀ ਮਿਠੜੇ ਵੈਣ ॥ Renouncing selfishness and conceit, I seek His Sanctuary, and speak sweet words to Him.  ਜਨਮ ਜਨਮ ਕਾ ਵਿਛੁੜਿਆ ਹਰਿ ਮੇਲਹੁ ਸਜਣੁ ਸੈਣ ॥ Through countless lifetimes and incarnations, I was separated from Him. O Lord, you are my Friend and Companion-please unite me with Yourself.  ਜੋ ਜੀਅ ਹਰਿ ਤੇ ਵਿਛੁੜੇ ਸੇ ਸੁਖਿ ਨ ਵਸਨਿ ਭੈਣ ॥ Those who are separated from the Lord do not dwell in peace, O sister.  ਹਰਿ ਪਿਰ ਬਿਨੁ ਚੈਨੁ ਨ ਪਾਈਐ ਖੋਜਿ ਡਿਠੇ ਸਭਿ ਗੈਣ ॥ Without their Husband Lord, they find no comfort. I have searched and seen all realms.  ਆਪ ਕਮਾਣੈ ਵਿਛੁੜੀ ਦੋਸੁ ਨ ਕਾਹੂ ਦੇਣ ॥ My own evil actions have kept me separate from Him; why should I accuse anyone else?  ਕਰਿ ਕਿਰਪਾ ਪ੍ਰਭ ਰਾਖਿ ਲੇਹੁ ਹੋਰੁ ਨਾਹੀ ਕਰਣ ਕਰੇਣ ॥ Bestow Your Mercy, God, and save me! No one else can bestow Your Mercy.  ਹਰਿ ਤੁਧੁ ਵਿਣੁ ਖਾਕੂ ਰੂਲਣਾ ਕਹੀਐ ਕਿਥੈ ਵੈਣ ॥ Without You, Lord, we roll around in the dust. Unto whom should we utter our cries of distress?  ਨਾਨਕ ਕੀ ਬੇਨੰਤੀਆ ਹਰਿ ਸੁਰਜਨੁ ਦੇਖਾ ਨੈਣ ॥੧॥ This is Nanak's prayer: """"May my eyes behold the Lord, the Angelic Being.""""||1||",https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/052 MGA SDO 1052 smrs 01.m4a
1707677132,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:39:10,2914,"ਕਰਿ ਕਿਰਪਾ ਮੇਰੇ ਪ੍ਰੀਤਮ ਸੁਆਮੀ ਨੇਤ੍ਰ ਦੇਖਹਿ ਦਰਸੁ ਤੇਰਾ ਰਾਮ ॥ kar kirapaa mere preetam suaamee netr dhekheh dharas teraa raam || Be Merciful, O my Beloved Lord and Master, that I may behold the Blessed Vision of Your Darshan with my eyes. ਲਾਖ ਜਿਹਵਾ ਦੇਹੁ ਮੇਰੇ ਪਿਆਰੇ ਮੁਖੁ ਹਰਿ ਆਰਾਧੇ ਮੇਰਾ ਰਾਮ ॥ laakh jihavaa dheh mere piaare mukh har aaraadhe meraa raam || Please bless me, O my Beloved, with thousands of tongues, to worship and adore You with my mouth, O Lord. ਹਰਿ ਆਰਾਧੇ. ਜਮ ਪੰਥੁ ਸਾਧੇ ਦੂਖੁ. ਨ ਵਿਆਪੈ ਕੋਈ ॥ har aaraadhe. jam pa(n)th saadhe dhookhu. na viaapai koiee || Worshipping the Lord in adoration, the Path of Death is overcome, and no pain or suffering will afflict you. ਜਲਿ ਥਲਿ ਮਹੀਅਲਿ ਪੂਰਨ ਸੁਆਮੀ ਜਤ ਦੇਖਾ ਤਤ ਸੋਈ ॥ jal thal maheeal pooran suaamee jat dhekhaa tat soiee || The Lord and Master is pervading and permeating the water, the land and the sky; wherever I look, there He is. ਭਰਮ ਮੋਹ ਬਿਕਾਰ ਨਾਠੇ ਪ੍ਰਭੁ ਨੇਰ ਹੂ ਤੇ ਨੇਰਾ ॥ bharam moh bikaar naaThe prabh ner hoo te neraa || Doubt, attachment and corruption are gone. God is the nearest of the near. ਨਾਨਕ ਕਉ. ਪ੍ਰਭ ਕਿਰਪਾ ਕੀਜੈ ਨੇਤ੍ਰ ਦੇਖਹਿ ਦਰਸੁ ਤੇਰਾ ॥੧॥ naanak kau. prabh kirapaa keejai netr dhekheh dharas teraa ||1|| Please bless Nanak with Your Merciful Grace, O God, that his eyes may behold the Blessed Vision of Your Darshan. ||1||",https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/052 MGA SDO 1052 smrs 01.m4a
1707677325,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:42:05,,Crazy fast ਵਾਹਿਗੁਰੂ ਵਾਹਿਗੁਰੂ fire ,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/052 MGA SDO 1052 smrs 01.m4a
1707677438,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:43:42,,ਪੁੰਨ ਦਾਨ. ਜਪ ਤਪ ਜੇਤੇ ਸਭ ਊਪਰਿ ਨਾਮੁ ॥ || ਹਰਿ ਹਰਿ ਰਸਨਾ ਜੋ ਜਪੈ ਤਿਸੁ ਪੂਰਨ ਕਾਮੁ ॥੩॥,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/052 MGA SDO 1052 smrs 01.m4a
1707677466,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:44:38,,ਲਾਖ ਜਿਹਵਾ ਦੇਹੁ ਮੇਰੇ ਪਿਆਰੇ ਮੁਖੁ ਹਰਿ ਆਰਾਧੇ ਮੇਰਾ ਰਾਮ ॥,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/052 MGA SDO 1052 smrs 01.m4a
1707677587,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:46:19,1360,auddahu na kaagaa kaare ||,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/052 MGA SDO 1052 smrs 01.m4a
1707677625,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:00:00,2599,naam gur dheeo hai apunai jaa kai masatak karamaa ||,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/053 MGA SDO 1053 Bay Area Local Keertan Early 1980s Jan Ko Naam.m4a
1707677721,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:00:42,1910,sabhanaa upaavaa sir upaau hai har naam paraapat hoi ||,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/053 MGA SDO 1053 Bay Area Local Keertan Early 1980s Jan Ko Naam.m4a
1707683571,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:04:29,866,sodhat sodhat sodh beechaaraa ||,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/053 MGA SDO 1053 Bay Area Local Keertan Early 1980s Jan Ko Naam.m4a
1707683828,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:08:15,,P5 put this pangti at harmandir sahib!! Katha  ਵਿਸਰੁ ਨਾਹੀ. ਦਾਤਾਰ ਆਪਣਾ ਨਾਮੁ ਦੇਹੁ ॥,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/053 MGA SDO 1053 Bay Area Local Keertan Early 1980s Jan Ko Naam.m4a
1707684991,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:09:03,2421,har keerat saadhasa(n)gat hai sir karaman kai karamaa ||,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/053 MGA SDO 1053 Bay Area Local Keertan Early 1980s Jan Ko Naam.m4a
1707685079,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:11:27,,ਸੰਤ ਜਨਾ ਮਿਲਿ ਹਰਿ ਜਸੁ ਗਾਇਓ ॥,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/053 MGA SDO 1053 Bay Area Local Keertan Early 1980s Jan Ko Naam.m4a
1707685139,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:11:44,,ਮਿਲਿ ਰਹੀਐ ਪ੍ਰਭ ਸਾਧ ਜਨਾ ਮਿਲਿ ਹਰਿ ਕੀਰਤਨੁ ਸੁਨੀਐ. ਰਾਮ ॥,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/053 MGA SDO 1053 Bay Area Local Keertan Early 1980s Jan Ko Naam.m4a
1707685249,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:13:25,,ਵਾਹ ਵਾਹ ਗੋਬਿੰਦ ਸਿੰਘ ਆਪੇ ਗੁਰੁ ਚੇਲਾ ।੧।,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/053 MGA SDO 1053 Bay Area Local Keertan Early 1980s Jan Ko Naam.m4a
1707685279,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:15:38,,Nanak so angad gur devna ,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/053 MGA SDO 1053 Bay Area Local Keertan Early 1980s Jan Ko Naam.m4a
1707685413,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:20:50,882,aadh gure nameh ||,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/053 MGA SDO 1053 Bay Area Local Keertan Early 1980s Jan Ko Naam.m4a
1707685453,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:21:06,,ਕਰਿ ਨਮਸਕਾਰ ਪੂਰੇ ਗੁਰਦੇਵ ॥,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/053 MGA SDO 1053 Bay Area Local Keertan Early 1980s Jan Ko Naam.m4a
1707685575,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:23:30,,Nand lal ji bani ,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/053 MGA SDO 1053 Bay Area Local Keertan Early 1980s Jan Ko Naam.m4a
1707702740,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:25:43,,ਬਾਣੀ ਗੁਰੂ. ਗੁਰੂ ਹੈ ਬਾਣੀ ਵਿਚਿ ਬਾਣੀ. ਅੰਮ੍ਰਿਤੁ ਸਾਰੇ ॥,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/053 MGA SDO 1053 Bay Area Local Keertan Early 1980s Jan Ko Naam.m4a
1707766322,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:27:00,,Dhan p11. 3 forms of guru ,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/053 MGA SDO 1053 Bay Area Local Keertan Early 1980s Jan Ko Naam.m4a
1707766515,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:28:00,,"ਸਾਧਸੰਗਤਿ ਸਚੁ ਖੰਡ ਵਿਚਿ ਸਤਿਗੁਰ ਪੁਰਖੁ ਵਸੈ ਨਿਰੰਕਾਰਾ। In the holy congregation, the abode of truth, the supreme formless  Lord resides.  Bhai Gurdaas Ji",https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/053 MGA SDO 1053 Bay Area Local Keertan Early 1980s Jan Ko Naam.m4a
1707766655,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:30:32,,"ਗੁਰਸਿਖਾ ਅੰਦਰਿ ਸਤਿਗੁਰੁ ਵਰਤੈ ਚੁਣਿ ਕਢੇ, ਲਧੋਵਾਰੇ ॥",https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/053 MGA SDO 1053 Bay Area Local Keertan Early 1980s Jan Ko Naam.m4a
1707766750,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:31:43,,ਸਤਿਗੁਰ ਆਗੈ. ਸੀਸੁ ਭੇਟ ਦੇਉ ਜੇ ਸਤਿਗੁਰ ਸਾਚੇ ਭਾਵੈ ॥,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/053 MGA SDO 1053 Bay Area Local Keertan Early 1980s Jan Ko Naam.m4a
1708137575,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:44:05,236,satigur seve aapanaa so sir lekhai lai ||,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/053 MGA SDO 1053 Bay Area Local Keertan Early 1980s Jan Ko Naam.m4a
1708137659,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:45:20,11236,muradhaa hoi mureedh so gur gor samaavai |,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/053 MGA SDO 1053 Bay Area Local Keertan Early 1980s Jan Ko Naam.m4a
1708137697,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:46:07,,ਜਉ ਤਉ ਪ੍ਰੇਮ ਖੇਲਣ ਕਾ ਚਾਉ ॥,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/053 MGA SDO 1053 Bay Area Local Keertan Early 1980s Jan Ko Naam.m4a
1708137819,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:49:35,11947,auh gur gobi(n)dh hoi pragaTio dhasavaa(n) avataaraa |,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/053 MGA SDO 1053 Bay Area Local Keertan Early 1980s Jan Ko Naam.m4a
1708137934,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:52:50,,Jul te nishan rahe panth maharaj ke,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/053 MGA SDO 1053 Bay Area Local Keertan Early 1980s Jan Ko Naam.m4a
1708138018,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:53:15,,Panth Khalsa kheti meri,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/053 MGA SDO 1053 Bay Area Local Keertan Early 1980s Jan Ko Naam.m4a
1708138117,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:56:42,,Agyaa bhi akaal tbhe chayoo panth,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/053 MGA SDO 1053 Bay Area Local Keertan Early 1980s Jan Ko Naam.m4a
1708138242,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,01:04:56,,"ਗੁਰਿ ਅੰਮ੍ਰਿਤੁ ਹਰਿ. ਮੁਖਿ ਚੋਇਆ, ਮੇਰੀ ਜਿੰਦੁੜੀਏ ਫਿਰਿ ਮਰਦਾ. ਬਹੁੜਿ ਜੀਵਾਇਆ ਰਾਮ ॥",https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/053 MGA SDO 1053 Bay Area Local Keertan Early 1980s Jan Ko Naam.m4a
1708138366,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,01:09:30,,ਸਤਿਗੁਰਿ ਢਾਕਿ ਲੀਆ ਮੋਹਿ ਪਾਪੀ ਪੜਦਾ ॥,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/053 MGA SDO 1053 Bay Area Local Keertan Early 1980s Jan Ko Naam.m4a
1708138548,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,01:12:00,,ਕਰਿ ਨਮਸਕਾਰ ਪੂਰੇ ਗੁਰਦੇਵ ॥,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/053 MGA SDO 1053 Bay Area Local Keertan Early 1980s Jan Ko Naam.m4a
1708138602,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,01:12:30,2348,meraa gur pooraa sukhadhaataa ||,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/053 MGA SDO 1053 Bay Area Local Keertan Early 1980s Jan Ko Naam.m4a
1708138726,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,01:15:25,1660,saajan mere preetamahu tum seh kee bhagat kareho ||,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/053 MGA SDO 1053 Bay Area Local Keertan Early 1980s Jan Ko Naam.m4a
1708138913,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:03:16,11063,"DGN sidh bolan subh bachan dhan naanaka, teree vaddee kamaiee |",https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/054 MGA SDO 1054 Bay Area Local Kirtan Early 1980s Dhan Nanak.m4a
1708139252,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:12:53,,Sing DGN. Katha ,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/054 MGA SDO 1054 Bay Area Local Kirtan Early 1980s Dhan Nanak.m4a
1708139335,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:14:50,1145,satigur sabhanaa dhaa bhalaa manaidhaa tis dhaa buraa. kiau hoi ||,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/054 MGA SDO 1054 Bay Area Local Kirtan Early 1980s Dhan Nanak.m4a
1708358832,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:16:30,4717,"bisar giee sabha, taat paraiee ||",https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/054 MGA SDO 1054 Bay Area Local Kirtan Early 1980s Dhan Nanak.m4a
1708358944,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:18:21,11063,baabe kadd kar bagal te cha(n)belee dhuidh vich milaiee |,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/054 MGA SDO 1054 Bay Area Local Kirtan Early 1980s Dhan Nanak.m4a
1708359031,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:18:55,1565,naa ko dhusaman dhokheeaa naahee ko ma(n)dhaa ||,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/054 MGA SDO 1054 Bay Area Local Kirtan Early 1980s Dhan Nanak.m4a
1708359159,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:21:05,,ਏਤੇ ਅਉਰਤ ਮਰਦਾ ਸਾਜੇ ਏ ਸਭ ਰੂਪ ਤੁਮੑਾਰੇ ॥ ਕਬੀਰੁ ਪੂੰਗਰਾ. ਰਾਮ ਅਲਹ ਕਾ ਸਭ ਗੁਰ ਪੀਰ ਹਮਾਰੇ ॥੫॥ ,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/054 MGA SDO 1054 Bay Area Local Kirtan Early 1980s Dhan Nanak.m4a
1708359419,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:26:19,1145,satigur sabhanaa dhaa bhalaa manaidhaa tis dhaa buraa. kiau hoi ||,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/054 MGA SDO 1054 Bay Area Local Kirtan Early 1980s Dhan Nanak.m4a
1708359551,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:30:13,,Guru Loves all. Good for all. KATHA,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/054 MGA SDO 1054 Bay Area Local Kirtan Early 1980s Dhan Nanak.m4a
1708359628,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:30:55,11063,"sidh bolan subh bachan dhan naanaka, teree vaddee kamaiee |",https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/054 MGA SDO 1054 Bay Area Local Kirtan Early 1980s Dhan Nanak.m4a
1708359802,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:32:28,11058,melaa sun sivaraat dhaa baabaa achal vaTaale aaiee |,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/054 MGA SDO 1054 Bay Area Local Kirtan Early 1980s Dhan Nanak.m4a
1708359982,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:36:00,232,"jithai oh jai, tithai oh surakharoo us kai muh ddiThai, sabh paapee tariaa ||",https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/054 MGA SDO 1054 Bay Area Local Kirtan Early 1980s Dhan Nanak.m4a
1708360208,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:38:41,3182,gur satigur vich naavai kee vaddee vaddiaaiee har karatai aap vadhaiee ||,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/054 MGA SDO 1054 Bay Area Local Kirtan Early 1980s Dhan Nanak.m4a
1708381942,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:42:45,232,"jithai oh jai, tithai oh surakharoo us kai muh ddiThai, sabh paapee tariaa ||",https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/054 MGA SDO 1054 Bay Area Local Kirtan Early 1980s Dhan Nanak.m4a
1708382012,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:45:03,,ਦਰਸਨੁ ਵੇਖਣਿ ਕਾਰਨੇ ਸਗਲੀ ਉਲਟਿ ਪਈ ਲੋਕਾਈ ।,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/054 MGA SDO 1054 Bay Area Local Kirtan Early 1980s Dhan Nanak.m4a
1708382066,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:45:19,,ਤੇਰੇ ਬੰਕੇ ਲੋਇਣ ਦੰਤ ਰੀਸਾਲਾ ॥,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/054 MGA SDO 1054 Bay Area Local Kirtan Early 1980s Dhan Nanak.m4a
1708382340,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:59:25,,No gold. Don’t take bad money. Katha ,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/054 MGA SDO 1054 Bay Area Local Kirtan Early 1980s Dhan Nanak.m4a
1709096194,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,01:21:50,4066,uooThat sukheeaa baiThat sukheeaa ||,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/054 MGA SDO 1054 Bay Area Local Kirtan Early 1980s Dhan Nanak.m4a
1709096257,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,01:23:40,1269,naanaka. naam salaahiaai man tan seetal hoi ||1||,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/054 MGA SDO 1054 Bay Area Local Kirtan Early 1980s Dhan Nanak.m4a
1709096296,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,01:24:05,,ਫਿਰਿ ਬਾਬਾ ਆਇਆ ਕਰਤਾਰਪੁਰਿ ਭੇਖੁ ਉਦਾਸੀ ਸਗਲ ਉਤਾਰਾ ।,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/054 MGA SDO 1054 Bay Area Local Kirtan Early 1980s Dhan Nanak.m4a
1709096354,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,01:24:40,,ਹਿਰਦੈ ਨਾਮੁ ਵਿਚਹੁ ਆਪੁ ਗਵਾਏ ॥,https://daasstorage13.blob.core.windows.net/ds1/audios/keertan/sdo/yt_mga/054 MGA SDO 1054 Bay Area Local Kirtan Early 1980s Dhan Nanak.m4a
